university,messages,views,comments,forwards,date
СПбГУ,"Совкомбанк Страхование — страховая компания, которая применяет в своей работе новейшие технологии и лучшие международные практики в сфере управления процессами

Требуется: Бизнес-аналитик

Задачи:
— Работать с массивами данных в Excel;
— Формирование функциональных требований к продукту и доработкам ИТ систем;
— Взаимодействовать с внутренним заказчиком ;
— Анализировать текущие бизнес процессы;
— Участие в проектах развития продаж в связке с руководителем продукта.

Требования:
— Высшее образование по направлению ""Бизнес- информатика"";
— Навыки сбора и обработки первичной информации;
— Навыки работы в Excel (сводные таблицы, ВПР и пр.);
— Аналитический склад ума, ориентированность на результат;
— Ответственность, умение работать в команд.

Условия:
— Официальное оформление по ТК РФ с первого рабочего дня;
— Стабильный оклад + квартальная премия;
— График работы: 5/2, с 10:00 до 18:30;
— Работа в комфортном офисе.

Подробности по ссылке 

#менеджмент #социология #маркетинг #журфак",1844.0,0,5.0,2025-02-10 14:05:18+00:00
СПбГУ,"Автоматизированное тестирование и обеспечение качества: бесплатный курс от VK Education

Чему вы научитесь:
— писать автотесты на Java и Selenium WebDriver;
— тестировать мобильные, веб- и десктопные приложения;
— разбираться в CI/CD;
— проектировать тест-кейсы и управлять дефектами.

Курс очный, проходит по вечерам в Санкт-Петербурге, длится 3 месяца. 
Будет полезен не только будущим тестировщикам, но и разработчикам, которые хотят понять все этапы тестирования.

Студенты, успешно завершившие обучение, смогут получить официальный сертификат о повышении квалификации.

Дедлайн регистрации: 16 февраля

Узнать подробности и отправить заявку можно по ссылке

#для_всех #ИТ #матмех #пмпу",1835.0,0,19.0,2025-02-10 12:59:38+00:00
СПбГУ,,1758.0,0,1.0,2025-02-10 11:01:38+00:00
СПбГУ,,1654.0,0,1.0,2025-02-10 10:59:38+00:00
СПбГУ,,1686.0,0,4.0,2025-02-10 10:57:38+00:00
СПбГУ,"Герофарм — национальный производитель биотехнологических препаратов, обеспечивающий лекарственную безопасность России

Требуется: Менеджер по коммуникациям

Задачи:
— Участвовать в проектах по развитию HR-бренда;
— Писать статьи, готовить контент для корпоративного журнала;
— Готовить тексты для внутренних и внешних каналов коммуникации;
— Создавать контент для социальных сетей;
— Взаимодействовать со СМИ.

Требования:
— Образование в области журналистики/филологии/PR;
— Опыт работы во внешних/внутренних коммуникациях/журналистике;
— Опыт взаимодействия со СМИ (приветствуется);
— Развитое умение писать тексты различных жанров в рамках бизнес-тематик;
— Грамотность.

Условия:
— Работа в компании с развитой корпоративной культурой;
— Высокий уровень корпоративной социальной ответственности;
— Возможность проявлять инициативу и реализовать себя;
— Размер заработной платы обсуждается индивидуально.

Откликнуться на вакансию можно по ссылке

#маркетинг #медицина #менеджмент #рекрутмент #журфак",1848.0,0,17.0,2025-02-10 09:04:52+00:00
СПбГУ,"Лёгкой недели и несрочных дедлайнов!❤️

Пока наша команда готовится к карьерному интенсиву, ты можешь:
— подписаться на нас в ВК и на канал Интенсива, чтобы не пропустить анонс 

📈",1724.0,0,3.0,2025-02-10 07:54:38+00:00
СПбГУ,"АО «Силовые машины» — крупнейшая энергомашиностроительная компания России, входящая в реестр организаций оборонно-промышленного комплекса.

Требуется: Ассистент HR-менеджера

Задачи:
— Проведение телефонных переговоров с финальными кандидатами
— Организация личных интервью кандидатов с руководителем подразделения
— Обзвон и приглашение соискателей на трудоустройство, их сопровождение
— Оформление пропусков, направлений на трудоустройство, прохождение медицинского осмотра

Требования:
— Имеете желание развиваться в подборе персонала
— Готовы работать в активном режиме и много общаться
— Имеете навыки уверенного пользователя MS Office, Outlook

Условия:
— График работы: 5/2 c 8:00 до 16:45, выходные - суббота, воскресенье; возможно смещение начала рабочего дня
— Место работы: ст. м. Девяткино, Новое Девяткино, 104
— Амбициозные задачи
— Повышение уровня экспертизы в подборе специалистов
— Активное использование альтернативных источников подбора
— Работа в команде профессионалов

Узнать подробности и отправить резюме можно по ссылке

#для_всех #рекрутмент #психология #социология",2390.0,0,14.0,2025-02-06 12:24:39+00:00
СПбГУ,"Администрация Губернатора Санкт-Петербурга

Требуется: Специалист по социальной работе (начинающий специалист)

Задачи:
— исполнение обязанностей в зависимости от направления деятельности сектора
— рассмотрение комплектов документов граждан по получению услуг или льгот
— консультирование граждан
— составление ответов на межведомственные запросы других учреждений

Требования:
— высшее образование по направлению подготовки (специальности) ""Государственное и муниципальное управление"", ""Социальная работа"", ""Менеджмент"", ""Юриспруденция"" или ""Экономика"" - не ниже уровня бакалавриата (если еще нет диплома, то зачисляем в том числе студентов выпускных курсов в резерв)
— уверенный пользователь ПК
— аналитический склад ума
— стрессоустойчивость
— способность к обучению

Условия:
— работа в отделах социальной защиты населения администраций районов Санкт-Петербурга в интересах города и его жителей
— стабильный доход и социальные гарантии (до 60 000 руб. на руки)
— корпоративное обучение
— дружный коллектив единомышленников

Узнать подробности и отправить резюме можно по ссылке

#юриспруденция #социология #экономика #менеджмент",2427.0,0,32.0,2025-02-06 08:19:39+00:00
СПбГУ,"Сбер начинает набор стажеров в команду Risk modelling&research в Санкт-Петербурге, которая разрабатывает AI-модели по направлениям риск-менеджмента Банка и экосистемы.

В рамках стажировки ты сможешь:
— научиться пользоваться инструментами AutoML и RL;
— поработать над практическими задачами;
— пройти специальные курсы по направлениям Data Science.

Больше информации о команде Risk modelling&research можно узнаешь на Дне открытых дверей, который пройдет онлайн 27 февраля 18:00 (по мск)

Пройти регистрацию на мероприятие можно по ссылке

#для_всех #ИТ #матмех #пмпу #экономика",2045.0,0,41.0,2025-02-06 06:16:39+00:00
СПбГУ,"Стажировка для юристов в ЦПО групп

Юридическая компания ЦПО групп входит в ТОП-50 юридических фирм РФ, имеет 2 офиса – в Москве и Санкт-Петербурге, 26 лет на рынке юридических услуг. Компания ежегодно входит в число лучших юридических компаний РФ по версии рейтинга «Право.RU-300», Коммерсант, также включена в Реестр надежных предприятий и предпринимателей.

Требования:
— 4 и 5 курс – специалитет; 4 курс – бакалавриат; 1-2 курс магистратуры
— Высшее / неоконченное высшее юридическое образование с возможностью работать полный рабочий день

Стажировка на конкурсной основе (по результатам собеседования и тестирования)

Условия:
— возможно прохождение оплачиваемой стажировки
— опыт в сфере юриспруденции для дальнейшей успешной карьеры
— возможно последующее трудоустройство
— предоставление рекомендаций

Резюме можно направить на почту cpo30@pravorf.ru
Дополнительные вопросы можно задать по телефону + 7 (964) 343-83-96

#юриспруденция",1885.0,0,11.0,2025-02-05 13:40:39+00:00
СПбГУ,"Проект «Первая стажировка»

Стажеры, выступающие в рамках этой программы, получают возможность познакомиться с западными работодателями, изменить личностные и профессиональные навыки и навыки, получить поддержку наставников – экспертов в интересующем направлении проекта, а также предложение о трудоустройстве

Требования:
— гражданство РФ;
— обучающиеся ВУЗов/СПО;
— выпускники не ранее 2022 года.

Направления стажировки:
— маркетинговые технологии, реклама и связи с общественностью;
— сфера гостеприимства;
— финансы, аудит и аналитика;
— строительство и архитектура;
— информационные технологии и программирование;
— информационная безопасность;
— менеджмент, работа с персоналом;
— химические технологии, фармацевтика;
— микроэлектроника, нанотехнологии и др.

Компании-партнёры стажировки: ГК Элемент, Группа Эталон, МТС, Segezha group, Binnopharm group, Natura Siberica и др.

Узнать подробности и подать заявку можно по ссылке

#для_всех #ИТ #матмех #пмпу #био #медицина #СПО #менеджмент #журфак #экономика #химия #ИНоЗ #искусство #МО",2386.0,0,55.0,2025-02-05 10:14:39+00:00
СПбГУ,"Стажировка в ИнфоТеКС

Направления стажировки:
— DevOps
— Event-менеджер
— Frontend-разработчик (Angular)
— UX-дизайнер
— Автотестирование Java / JavaScript
— Администратор проекта
— Копирайтер
— Разработчик С# / С++ / Python
— Ресечер и др.

Условия стажировки:
— Ежемесячная стипендия 40 000 руб.
— Продолжительность 3,5 месяца (20 часов в неделю)
— БЦ «Европа Хаус» ул. Артиллерийская, д. 1, литер А

Узнать подробности можно по ссылке или написать на почту practice@infotecs.ru

#для_всех #социология #журфак #психология #ИТ #матмех #пмпу #МО",1927.0,0,43.0,2025-02-05 09:22:36+00:00
СПбГУ,"Стипендиальная программа Т-Образования — поддержка для студентов российских вузов, у которых есть достижения в технической сфере, например, призовые места в олимпиадах или хакатонах

Направления стипендиальной программы:
— Аналитика (если у вас есть победы и успехи в математике и анализе данных)
— Разработка (если есть достижения в области программирования и информатики)
Подать заявку можно на два трека сразу, а получить стипендию — только по одному из них

Условия получения стипендии:
— Студенты очной формы обучения всех вузов России с хорошей или отличной успеваемостью. Пройти отбор можно на любом курсе, кроме выпускного
— Призовые места и победы в олимпиадах, хакатонах, чемпионатах и соревнованиях, высокий рейтинг на Codeforces или Kaggle
— Желательно: участие в научных конференциях и публикации, наличие pet-проектов, опыт преподавания в кружках, опыт волонтерства

Как пройти отбор:
— Решите экзамен
— Заполните анкету
— Подтвердите статус студента

Узнать подробности и подать заявку можно по ссылке

#ИТ #матмех #пмпу #экономика",1951.0,0,10.0,2025-02-04 14:08:36+00:00
СПбГУ,,2770.0,0,15.0,2025-01-28 09:14:37+00:00
СПбГУ,,2980.0,0,15.0,2025-01-28 09:14:37+00:00
СПбГУ,"Конкурс от Х5 Group и СПбГУ стартует уже сегодня! Приз — сертификат на покупки от X5 Tech и «Перекрёстка». 

Что нужно сделать:
— прийти сегодня или завтра, 28-29 января, в СПбГУ в корпус на 14-ой линии В.О. 29;
— отыскать открытку, спрятанную где-то на территории;
— отсканировать QR-код, когда найдёте спрятанное послание;
— сделать фото открытки и отправить его в появившийся чат.

Ловите подсказку: прикрепили фотографию локации, где стоит искать. 
Желаем удачи в поисках и объявляем охоту за призом открытой! 💪

#для_всех #ИТ",2552.0,0,15.0,2025-01-28 09:14:37+00:00
СПбГУ,"СПб ГБУ «Центр развития и поддержки предпринимательства» (Центр «Мой бизнес») – лидирующая организация в России в сфере поддержки и развития бизнеса, обратившись в которую, предприниматели могут получить консультации о мерах государственной поддержки бизнеса, найти партнеров, заказчиков, пройти обучение и воспользоваться услугами и онлайн-сервисами.

Требуется: ведущий специалист PR-отдела

Задачи:
— подготовка пресс-релизов; 
— ведение соцсетей (ВК, ТГ, Одноклассники, RuTube);
— фотосъемка на мероприятиях Центра (аппаратура предоставляется);
— съемка и монтаж коротких видеороликов для соцсетей.

Условия:
— официальное трудоустройство;
— график работы 5/2, с 9 до 18.00;
— место работы – в 10 минутах от станции метро Петроградская;
— з/п – от 60 тыс рублей на руки (зависит от наличия высшего образования, стажа работы). Есть квартальные и годовые премии.

Резюме можно направлять на почту perepelitsa@crpp.ru

#журфак",2563.0,0,8.0,2025-01-28 08:10:38+00:00
СПбГУ,"НАВИГАЦИЯ ПО ВАКАНСИЯМ

Актуализируем хэштеги для удобного поиска предложений компаний

Теги:
#био 
#восток 
#журфак 
#ИНоЗ (Институт Наук о Земле)
#искусство
#история
#ИТ
#лингвистика
#маркетинг (всё ""около продаж"" и смежное)
#матмех
#медицина
#менеджмент
#МО (международные отношения)
#педагогика
#пмпу
#политология
#психология
#рекрутмент (вакансии/стажировки из сферы hr)
#социология
#СПО (с возможностью отклика для СПО)
#физика
#филология
#философия
#фк (направление ""физическая культура"")
#химия
#экономика
#юриспруденция
#для_всех (стажировки/вакансии/конкурсы без требований к профилю подготовки)

Ценим, что вы с нами!
Ваш Центр карьер 📈",2510.0,0,9.0,2025-01-27 06:05:44+00:00
СПбГУ,"Онлайн-конференция для студентов и предпринимателей «ВСЕЛЕННАЯ ПРЕДПРИНИМАТЕЛЬСТВА: УЧИМСЯ ВЗЛЕТАТЬ»

Когда: 29 января 2025 (среда), 14:00 – 17:00
Продолжительность: 3 часа
Где: оффлайн (Волховский пер., 3, ауд. 204) / Онлайн

Сколько нужно совершить ошибок, чтобы получить бесценный опыт развития своего дела и впредь не наступать на старые грабли? Любой предприниматель скажет, что в его практике имеется целая коллекция факапов, многие из которых сегодня легко избежать благодаря наработанным знаниям. 
Пришло время рассекретить самые трогательные истории о том, через что приходится проходить стартапам и их основателям во время взлета. Без сомнений, эти истории окажутся весьма поучительными и помогут начинающим предпринимателям уверенно набирать высоту!

Спикеры:
— Григорий Любачев, сооснователь, мессенджер «Пачка»
— Петр Лобанов, сооснователь, Buro Team
— Екатерина Зайцева, основатель, Мамоход
— Дмитрий Сундуков, серийный предприниматель
— Дарья Вансович, генеральный директор торгово-промышленной компании Specialty.Ru
— Дмитрий Шемигон, основатель, Fasta.digital
— Николай Дворянкин, основатель, XTR
— Константин Хомченко, основатель, Chili Marketing
— Анастасия Ласковая, доцент кафедры стратегического и международного менеджмента ВШМ СПбГУ, к.э.н., эксперт Центра предпринимательства ВШМ СПбГУ
— Константин Кривошеин, основатель, Стилон
— Наталья Митрахович, основатель пищевого стартапа «Ореховая корова», студентка ВШМ СПбГУ

Регистрация по ссылке

#для_всех #МО",2386.0,0,24.0,2025-01-24 10:57:44+00:00
СПбГУ,"Академия машиностроения имени Ж.Я. Котина (СПб ГБПОУ ""АМК"")

Требуется: Специалист по связям с общественностью и СМИ

Задачи:
— Обновлять, контролировать актуальность информации, размещенной на официальном сайте Учреждения в разделах, закрепленных за специалистом по связям с общественностью и СМИ;
— Разрабатывать и реализовывать поэтапный план развития контента Учреждения в социальных сетях и обеспечивать организацию коммуникации в соцсетях;
— Проводить мониторинг средств массовой информации;
— Осуществлять подготовку ответов на официальные запросы по заданию ведущего специалиста по связям с общественностью и СМИ, следить за своевременным распространением информационных материалов о деятельности Учреждения;
— Участвовать в подготовке и проведении брифингов, пресс-конференций, других мероприятий и акций информационного или общественного характера, проводимых с участием представителей средств массовой информации и общественности, обеспечивать их комплексное информационное и организационное сопровождение; 

Требования:
— Высшее профессиональное образование или среднее профессиональное образование (приоритет: образование по специальности направления «Журналистика» («PR»)
— Преимущество: знание основы журналистики/типографики, иметь навыки пишущего редактора/корректора;  
— Проводить фото/видеосъемку, иметь навыки обработки фото и видеоматериалов;  
— Знать методы поиска информации online/offline и её обработки с применением современных технических средств и компьютерных технологий;  
— Знать правила делового этикета, методы ведения переговоров;  
— Соблюдать этику деловых отношений с целевыми аудиториями, партнерами и коллегами;
— Уверенный пользователь автоматизированных программ Word, Excel.

Условия:
— Заработная плата специалиста от 45 000 руб
— Работа по месту нахождения работодателя
— Оплата труда и социальные гарантии в соответствии с Трудовым кодексом Российской Федерации
— График работы с 9:00 до 17:30, пятидневная рабочая неделя
— Адрес: Санкт-Петербург, улица Бабушкина, 119

Отправить резюме можно на почту ok3@academykotin.ru (Сикора Наталья Олеговна, специалист по подбору и адаптации персонала)

#журфак",2087.0,0,10.0,2025-01-24 06:34:44+00:00
СПбГУ,"Администрация Губернатора Санкт-Петербурга

Требуется: Юрист / юрисконсульт

Задачи:
— Подготовка и правовое сопровождение проектов правовых актов
— Юридическая экспертиза
— Подготовка аналитических и информационных материалов
— Подготовка ответов на обращения граждан и организаций

Требования:
— Профильное высшее образование не ниже уровня бакалавриата (если еще нет диплома, то зачисляем в том числе студентов выпускных курсов в резерв)
— Аналитический склад ума
— Уверенный пользователь ПК
— Знание правовых систем

Условия:
— Работа в Комитетах и администрациях районов Санкт-Петербурга в интересах города и его жителей
— Стабильный доход и социальные гарантии
— Корпоративное обучение
— Отличный старт для выпускников вузов
— Рассматриваем кандидатов без опыта работы
— Участие в значимых городских проектах
— Все кандидаты проходят тестирование и собеседование в Центре оценки

Узнать подробности и направить резюме можно по ссылке

#юриспруденция",2018.0,0,15.0,2025-01-23 11:46:01+00:00
СПбГУ,"Фонд «Будущие Лидеры» — некоммерческая организация, созданная для поддержки талантливой молодежи, воспитания профессиональных и ответственных лидеров.

Требуется: Junior HR-менеджер

Задачи:
— Помощь в подборе персонала (размещение вакансий, поддержание связи с кандидатами);
— Помощь в ведении кадрового делопроизводства;
— Проведение опросов среди сотрудников;
— Организация поздравлений для сотрудников, заказ подарков, приготовление и проведение корпоративных мероприятий.

Требования:
— Оконченное высшее образование;
— Стремление к развитию в HR сфере;
— Умение быть вежливым, но настойчивым;
— Внимательность и ответственность.

Условия:
— Комфортный лофт-офис в самом центре города (м. Гостиный двор) с коворкингом, оборудованными кухнями и зонами отдыха;
— График работы 5/2 с 9:30 до 18.30;
— Дружный молодой коллектив;
— Отсутствие дресс-кода;
— Участие в корпоративных и обучающих мероприятиях Фонда ежемесячно;
— Оплачиваемый испытательный срок 2 месяца;
— Возможность роста до менеджера в срок от 6 месяцев с зарплатой 60 000р на руки

Отклик через Факультетус

#рекрутмент #психология #социология",1943.0,0,11.0,2025-01-23 08:43:01+00:00
СПбГУ,"Розыгрыш подарков от Центра карьер СПбГУ ко Дню студента!

Что нужно сделать?
— подписаться на Центр карьер СПбГУ Вконтакте
— быть студентом СПбГУ
— подписаться на Axenix Вконтакте
— в комментариях под публикацией продолжить фразу ""Три вещи, которые обязательно должен сделать каждый студент СПбГУ - это...""

🎯Победителей определим случайным образом 28 января в 12:00 и отметим их в комментариях под этим постом

#для_всех",1969.0,0,13.0,2025-01-22 14:19:44+00:00
СПбГУ,"Комитет по внешним связям Санкт-Петербурга

Требуется: Ведущий специалист Управления внешнеэкономического сотрудничества

Задачи:
— Регионы: страны Персидского залива и Китай
— Подготавливать служебные документы, в том числе письма, ответы на запросы
— Ведение деловой переписки
— Анализировать состояние межрегионального сотрудничества
— Подготавливать аналитические и иные документы о межрегиональном сотрудничестве

Требования:
— Диплом специалиста или магистра с отличием, в течение 3ех лет со дня выдачи диплома, требования по стажу - не менее 1 года государственной службы или стажа работы по специальности
— Высшее образование по специальности ""Международные отношения"", ""Зарубежное регионоведение"", ""Государственное и муниципальное управление""
— Знание языков: английский (обязательно), китайский (желательно)
— Преимущество Молодежный кадровый резерв
 
Направить резюме можно на почту aplesnin@kvs.gov.spb.ru (Аплеснин Дмитрий Владимирович, начальник Отдела регионального торгово-экономического сотрудничества)

#МО #экономика",2079.0,0,44.0,2025-01-22 12:29:01+00:00
СПбГУ,"Папа Джонс — третья по величине сеть пиццерий в мире, 16 точек в России

Требуется: стажёр в HR отдел

Задачи:
— Помощь с подбором персонала в рестораны в Санкт-Петербурге
— Участие в процессе адаптации новых сотрудников
— Помощь в развитии корпоративной культуры
— Участие в развитии HR бренда компании

Требования:
— Интерес к сфере HR
— Креативность. Активность
— Высокие коммуникативные навыки

Условия: 
— Стажировка в компании с мировым брендом
— Практический опыт по всем процессам HR
— Возможность проявить творческий подход и реализовать собственные идеи в крупной компании
— Помощь и наставничество во время прохождения стажировки
— Гибкий график стажировки: от 4 часов в день, удобно совмещать с учебой
— Комфортный офис в 5 минутах от м. ""Кировский завод"", гибридный формат
— Стажировка неоплачиваемая, длительность от 2 до 4 недель
— Возможность закрытия практики и трудоустройства в штат компании для лучших стажеров

Резюме можно направить на почту hr@spb.papajohns.ru или ТГ @e_katari_na

#для_всех #психология #социология #рекрутмент",2087.0,0,21.0,2025-01-22 08:25:13+00:00
СПбГУ,"АО «Газстройпром» — генеральный подрядчик по строительству объектов ПАО «Газпром».

Требуется: Сатжёр в Управление протокола, аналитики и контроля

Задачи:
— Анализ массива статистических данных по функциональным блокам на наличие зависимостей
— Формирование гипотез влияния
— Математическое описание выявленных зависимостей
— Формирование предложений по новым аналитическим срезам и расчетам новых показателей
— Визуализация проделанной работы через формирование дашбордов и презентаций

Перспективы и приобретаемый опыт:
Ведение стратегических проектов

Требования к кандидату:
— Навыки работы с большими объемами цифровых данных, опыт использования искусственного интеллекта в работе с данными
— Владение Excel, SQL, Power Bi, 1С, VBA, Python (приветствуется)

Условия:
— Оплачиваемая стажировка 31 900 - 63 800 руб/мес
— Рабочий день по договоренности (20 или 40 ч. в неделю) в очном формате

Отклик через Факультетус

#пмпу #экономика",1737.0,0,21.0,2025-01-21 11:18:58+00:00
СПбГУ,"Обучающий курс Excel Tricks от Kept

Excel — не просто инструмент для работы с числами, это ваш личный ассистент, который поможет организовать учебу, работу, финансы и отдых.

Регистрируйся на курс, чтобы:
— погрузиться в мир настроек и возможностей Excel
— освоить формулы: COUNTIF, VLOOKUP и др.
— научиться создавать визуализацию личных задач
— оптимизировать рутинные процессы
— быть эффективным всегда и везде

Когда: с 10 по 21 февраля
Где: онлайн, приглашение и ссылка будут направлены после закрытия регистрации
Сроки регистрации: до 7 февраля

Узнать подробности и подать заявку можно по ссылке

#для_всех",1823.0,0,60.0,2025-01-21 08:04:58+00:00
СПбГУ,"Молодежное комьюнити пивоваренной компании «Балтика» устраивает день студента в конце января

Кто может лучше организовать день студента если не сами студенты? Именно поэтому Молодежка «Балтики» уже вовсю готовит насыщенную программу. Так сказать, от Молодежки для молодежи!

На мероприятии вас ждет:
— презентация компании
— своя Балтийская игра
— кофе-брейк и вкусный обед
— экскурсия по производству с дегустацией
— фотографии в фотобудке и брендированный мерч 

После мероприятия будет неофициальная часть и нетворкинг 

25.01 в 10:00
Санкт-Петербург, 6-й Верхний пер., 3

Узнать подробности и зарегистрироваться можно по ссылке

#для_всех",2959.0,0,145.0,2025-01-20 14:55:58+00:00
СПбГУ,"Центр карьер СПбГУ 

Требуется: менеджер Центра карьер СПбГУ (ведущий специалист)

Задачи: 
— Организация взаимодействия с корпоративными партнерами СПбГУ по различным направлениям подготовки
— Ведение и развитие официальных каналов Центра карьер СПбГУ
— Организация мероприятий и иных форматов вовлечения корпоративных партнеров в карьерную повестку обучающихся СПбГУ
— Составление аналитических отчетов (по запросу)
— Мониторинг трудоустройства выпускников СПбГУ

Вы станете частью нашей команды, если: 
— Умеете вести эффективную коммуникацию
— Умеете доводить дела до результата
— Имеете опыт ведения переговоров
— Имеете опыт организации мероприятий
— Достаточно автономны и способны самостоятельно планировать работу
— Имеете опыт работы на аналогичной должности от 1 года. Приветствуется опыт работы в сфере высшего образования

Условия: 
— Законченное высшее образование (психология, социология, связи с общественностью будут преимуществом)
— Оформление по ТК РФ, пятидневная рабочая неделя, с 09:00 до 17:45
— Окладно-премиальная система оплаты труда
— Срок испытания - 3 месяца
— Адрес места работы: Университетская набережная, д. 7-9-11

Для отклика необходимо направить CV на career@spbu.ru c темой письма «Менеджер Центра карьер СПбГУ»

#для_всех #журфак #социология #психология",1970.0,0,14.0,2025-01-20 13:19:58+00:00
СПбГУ,"Компания-вендор Knowledge Space (российская low-code платформа для планирования и управления бизнесом) объявила конкурсный набор на весеннюю стажировку
  
—Приглашаются студенты старших курсов (3-й курс и выше)
—Стажировка 3 месяца
—Знакомство с технологиями low-code / no-code
—Только интересные прикладные задачи.

После стажировки вас ждет постоянное трудоустройство в перспективной ИТ-компании со всеми возможностями быстрого профессионального и карьерного роста.
 
Заявки принимаются до 26 января.

Подробнее по ссылке 

#ИТ #матмех #пмпу",2284.0,0,17.0,2025-01-16 11:08:40+00:00
СПбГУ,"Редакция газеты ""Педагогические вести"" РГПУ им. А. И. Герцена

Требуется: Корреспондент

Обязанности:
— Освещать сферу образования и науки, а также жизнь университета в газете РГПУ им. А. И. Герцена «Педагогические вести»

Требования:
— Выпускники вузов или студенты магистратуры
— Ответственность, коммуникабельность, желание работать в сфере журналистики
— Владение грамотной устной и письменной речью
— Опыт работы в СМИ будет вашим преимуществом

Условия:
— Официальное трудоустройство

Отправить резюме можно на почту iva_SPB@list.ru (Ходан Александра Маратовна)

#филология #журфак",2208.0,0,19.0,2025-01-16 08:14:01+00:00
